20.0,2.12896631497e-06,179.879356366
20.4658598456,2.22930863169e-06,179.876546016
20.942570961,2.33438063318e-06,179.873670195
21.4303861048,2.44440529015e-06,179.870727364
21.9295639229,2.55961608764e-06,179.867715967
22.440369086,2.68025752245e-06,179.864634407
22.9630724299,2.80658562015e-06,179.861481036
23.4979510988,2.93886848304e-06,179.858254182
24.0452886923,3.07738685581e-06,179.854952128
24.6053754162,3.22243472546e-06,179.851573131
25.1785082359,3.37431994561e-06,179.848115408
25.7649910339,3.53336489168e-06,179.844577153
26.3651347711,3.69990714637e-06,179.84095647
26.9792576518,3.87430021693e-06,179.83725144
27.6076852921,4.05691428618e-06,179.833460081
28.2507508925,4.2481370008e-06,179.829580372
28.9087954149,4.44837429658e-06,179.825610256
29.5821677634,4.65805126156e-06,179.821547616
30.2712249687,4.87761304145e-06,179.817390299
30.9763323782,5.10752578684e-06,179.813136096
31.6978638492,5.34827764619e-06,179.808782738
32.4362019472,5.60037980504e-06,179.804327918
33.1917381488,5.86436757278e-06,179.799769252
33.9648730492,6.14080152486e-06,179.795104309
34.756016575,6.43026869438e-06,179.790330614
35.5655882008,6.73338382573e-06,179.785445641
36.3940171722,7.05079068639e-06,179.780446838
37.2417427333,7.38316344201e-06,179.775331571
38.1092143593,7.73120809119e-06,179.770097112
38.9968919952,8.09566396677e-06,179.764740655
39.9052462994,8.47730531521e-06,179.759259337
40.8347588934,8.8769429501e-06,179.753650236
41.7859226171,9.29542598243e-06,179.747910363
42.75924179,9.7336436356e-06,179.742036666
43.755232479,1.01925271432e-05,179.736026014
44.7744227714,1.0673051741e-05,179.729875211
45.8173530554,1.11762387493e-05,179.723580968
46.8845763064,1.1703157757e-05,179.717139926
47.9766583804,1.22549289092e-05,179.710548633
49.0941783137,1.28327252997e-05,179.70380356
50.2377286302,1.34377754807e-05,179.696901119
51.4079156554,1.40713661026e-05,179.689837693
52.6053598379,1.47348446846e-05,179.682609592
53.8306960785,1.54296225016e-05,179.675212983
55.0845740668,1.61571775939e-05,179.667643892
56.3676586253,1.69190579346e-05,179.659898243
57.6806300625,1.77168847579e-05,179.651971885
59.0241845333,1.85523560444e-05,179.643860577
60.399034408,1.94272501741e-05,179.635559983
61.8059086503,2.03434297511e-05,179.627065668
63.2455532034,2.13028456128e-05,179.61837309
64.7187313859,2.23075410319e-05,179.609477593
66.2262242965,2.33596561197e-05,179.600374404
67.7688312278,2.44614324391e-05,179.59105862
69.3473700905,2.56152178327e-05,179.58152521
70.9626778467,2.68234714824e-05,179.57176904
72.615610954,2.80887692291e-05,179.561784938
74.3070458194,2.94138092009e-05,179.551567706
76.0378792641,3.08014176998e-05,179.541111988
77.8090289989,3.22545552816e-05,179.530412163
79.6214341107,3.3776323129e-05,179.51946242
81.4760555608,3.53699697932e-05,179.508256825
83.3738766941,3.70388982778e-05,179.496789325
85.3159037603,3.8786673461e-05,179.485053745
87.303166448,4.06170298716e-05,179.473043762
89.3367184302,4.25338798456e-05,179.460752906
91.417637923,4.45413220796e-05,179.448174542
93.5470282574,4.6643650605e-05,179.435301865
95.7260184645,4.88453641961e-05,179.422127879
97.9557638737,5.11511762252e-05,179.408645385
100.237446725,5.35660249757e-05,179.394846997
102.572276798,5.60950844686e-05,179.380725241
104.96149205,5.87437759913e-05,179.366272684
107.406359274,6.15177803485e-05,179.351481815
109.908174772,6.44230504428e-05,179.336344732
112.468265038,6.74658242242e-05,179.320853124
115.087987467,7.06526384598e-05,179.304998437
117.768731071,7.39903433627e-05,179.288771954
120.511917215,7.74861179539e-05,179.272164791
123.319000372,8.11474861684e-05,179.255167863
126.191468896,8.4982333757e-05,179.237771872
129.130845807,8.89989260423e-05,179.219967282
132.138689602,9.32059265786e-05,179.2017443
135.216595078,9.76124167555e-05,179.183092855
138.366194184,0.000102227916365,179.16400256
141.589156877,0.000107062405124,179.144462695
144.887192015,0.000112126345192,179.124462305
148.26204826,0.000117430705117,179.103990482
151.715515006,0.000122986985938,179.08303649
155.249423326,0.000128807248587,179.061589246
158.865646945,0.000134904141154,179.039636863
162.566103233,0.000141290927361,179.017166859
166.352754221,0.000147981517493,178.994166457
170.22760764,0.000154990501307,178.970622649
174.192717991,0.000162333182599,178.946522159
178.250187627,0.000170025615515,178.921851391
182.402167871,0.00017808464278,178.8965964
186.650860159,0.000186527936008,178.870742849
190.998517204,0.000195374038195,178.84427597
195.447444191,0.000204642408475,178.817180503
200.0,0.000214353469093,178.789440625
204.658598456,0.000224528654427,178.761039974
209.42570961,0.00023519046258,178.73196201
214.303861048,0.00024636251231,178.702190642
219.295639229,0.000258069606641,178.671709973
224.40369086,0.000270337796324,178.640502988
229.630724299,0.000283194441298,178.608551204
234.979510988,0.000296668277908,178.575835335
240.452886923,0.000310789493376,178.542335706
246.053754162,0.000325589804969,178.508032264
251.785082359,0.000341102543312,178.472904483
257.649910339,0.000357362740334,178.436931289
263.651347711,0.000374407222428,178.400090993
269.792576518,0.000392274709255,178.362361239
276.076852921,0.000411005918587,178.323718938
282.507508925,0.000430643677382,178.284140198
289.087954149,0.000451233039125,178.243600269
295.821677634,0.000472821407724,178.202073673
302.712249687,0.000495458671091,178.159534653
309.763323782,0.000519197349607,178.11595737
316.978638492,0.000544092753994,178.07131506
324.362019472,0.000570203142828,178.025579261
331.917381488,0.000597589888941,177.978720109
339.648730492,0.000626317663323,177.930706778
347.56016575,0.000656454633853,177.881507556
355.655882008,0.000688072677009,177.831089765
363.940171722,0.000721247603573,177.779419652
372.417427333,0.000756059399942,177.726462298
381.092143593,0.000792592486598,177.672181534
389.968919952,0.000830935995221,177.616539844
399.052462994,0.000871184065882,177.55949824
408.347588934,0.000913436165385,177.501016106
417.859226171,0.000957797426891,177.441051034
427.5924179,0.00100437901076,177.37955889
437.55232479,0.0010532984946,177.316494536
447.744227714,0.00110468031742,177.251812706
458.173530554,0.00115865627618,177.185466926
468.845763064,0.00121536602096,177.117407348
479.766583804,0.00127495756046,177.047580645
490.941783137,0.00133758783348,176.975931039
502.377286302,0.00140342334684,176.902400682
514.079156554,0.00147264086627,176.826929508
526.053598379,0.00154542816208,176.749454961
538.306960785,0.00162198481724,176.66991173
550.845740668,0.00170252310552,176.588231497
563.676586253,0.00178726894736,176.504342642
576.806300625,0.00187646294997,176.418169887
590.241845333,0.00197036153568,176.329633854
603.99034408,0.00206923815838,176.238650803
618.059086503,0.0021733846202,176.145133298
632.455532034,0.00228311256728,176.048992181
647.187313859,0.00239875525656,175.950136579
662.262242965,0.00252066943704,175.8484695
677.688312278,0.00264923720589,175.743885124
693.473700905,0.00278486807098,175.636270307
709.626778467,0.00292800134764,175.525505963
726.15610954,0.00307910883471,175.411466947
743.070458194,0.00323869775678,175.294021349
760.378792641,0.00340731400939,175.173029732
778.090289989,0.00358554575399,175.048344389
796.214341107,0.0037740274115,174.919808605
814.760555608,0.00397344410742,174.787255866
833.738766941,0.00418453662748,174.650509002
