Freq.	V(+pwr)	V(-pwr)	V(out)	V(n001)	V(n002)	V(n003)	V(n004)	V(n005)	V(n006)	V(n007)	V(n008)	V(n009)	V(n010)	V(n011)	V(n012)	V(n013)	V(n014)	V(n015)	V(n016)	V(n017)	V(n018)	V(n019)	V(n020)	V(n021)	V(n022)	V(n023)	V(n024)	V(n025)	V(n026)	V(n027)	V(n028)	V(n029)	V(n030)	V(n031)	V(n032)	V(n033)	V(n034)	V(n035)	V(n036)	V(n037)	V(n038)	V(n039)	V(n040)	V(n041)	V(n042)	V(n043)	V(n044)	V(n045)	V(n046)	V(n047)	V(n048)	V(n049)	V(n050)	V(n051)	V(n052)	V(n053)	V(n054)	V(n055)	V(n056)	V(n057)	V(n058)	V(n059)	V(n060)	V(n061)	V(n062)	V(n063)	V(n064)	V(n065)	V(n066)	V(n067)	V(n068)	V(n069)	V(n070)	V(n071)	V(n072)	V(n073)	V(n074)	V(n075)	V(n076)	V(n077)	V(n078)	V(n079)	V(n080)	V(n081)	V(n082)	V(n083)	V(n084)	V(n085)	V(n086)	V(n087)	V(n088)	V(n089)	V(n090)	V(n091)	V(n092)	V(n093)	V(n094)	V(n095)	V(n096)	V(n097)	V(n098)	V(n099)	V(n100)	V(n101)	V(n102)	V(n103)	V(n104)	V(n105)	V(n106)	V(n107)	V(n108)	V(n109)	V(n110)	V(n111)	V(n112)	V(n113)	V(n114)	V(n115)	V(n116)	V(n117)	V(n118)	V(n119)	V(n120)	V(n121)	V(n122)	V(n123)	V(n124)	V(n125)	V(n126)	V(n127)	V(n128)	V(n129)	V(n130)	V(n131)	V(n132)	V(n133)	V(n134)	V(n135)	V(n136)	V(n137)	V(n138)	V(n139)	V(n140)	V(n141)	V(n142)	V(n143)	V(n144)	V(n145)	V(n146)	V(n147)	V(n148)	V(n149)	V(n150)	V(n151)	V(n152)	V(n153)	V(n154)	V(n155)	V(n156)	V(n157)	V(n158)	V(n159)	V(n160)	V(n161)	V(n162)	V(n163)	V(n164)	V(n165)	V(n166)	V(n167)	V(n168)	V(n169)	V(n170)	V(n171)	V(n172)	V(n173)
2.00000000000000e+001	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-2.21041701996372e+000dB,1.01144747090956e+002°)	(-6.02101773548248e+000dB,1.79998932892643e+002°)	(-1.99353201471094e-004dB,1.79999281405111e+002°)	(-3.31302766865485e+001dB,-1.08131169266359e-002°)	(-7.28172819599001e+001dB,-9.00111842752809e+001°)	(-1.05950649346628e+002dB,-9.00222192521713e+001°)	(-1.44115992393227e+002dB,1.79977417485438e+002°)	(-2.50026616209550e+002dB,-6.68965916528599e+001°)	(-1.44115957174577e+002dB,-2.31264831435055e-002°)	(-9.41902367542868e+001dB,1.87378266563065e+001°)	(-1.01309034126676e+002dB,-1.20749536274895e+002°)	(-6.02082436356894e+000dB,1.79999629909821e+002°)	(-2.76338357219793e-004dB,-1.57222896977627e-003°)	(-1.75737711776024e+002dB,1.52267603618397e+002°)	(-2.47268851175995e+002dB,6.27623526694012e+001°)	(-1.04218146513527e+002dB,-2.90659894430458e+001°)	(-1.60566620970292e-004dB,1.79999640709198e+002°)	(-6.02101773548248e+000dB,1.79998932892643e+002°)	(-1.99353201472058e-004dB,1.79999281405111e+002°)	(-3.19322038057247e+001dB,-1.56076967312750e-002°)	(-6.91201813895512e+001dB,-9.00159786926637e+001°)	(-1.01629907334987e+002dB,-9.00318976290261e+001°)	(-1.37194866771379e+002dB,1.79967738474551e+002°)	(-2.42382711558983e+002dB,-9.84118378015538e+001°)	(-1.37194880972442e+002dB,-3.28974922757353e-002°)	(-9.41902367542868e+001dB,1.87378266563065e+001°)	(-6.02082436356894e+000dB,1.79999629909821e+002°)	(-1.60566620970292e-004dB,1.79999640709198e+002°)	(-1.72046088585425e+002dB,1.52277803768004e+002°)	(-2.40370657488538e+002dB,6.27879622695370e+001°)	(-3.31304253894811e+001dB,-2.00554683755673e-002°)	(-6.67965768050173e+001dB,-9.00204250380186e+001°)	(-9.99217352992036e+001dB,-9.00425032783047e+001°)	(-1.32004260914354e+002dB,1.79957130032285e+002°)	(-2.36409523535927e+002dB,-1.07756182594616e+002°)	(-1.32004293359189e+002dB,-4.35400562336894e-002°)	(-1.69883835246900e+002dB,1.52611541777946e+002°)	(-2.35244283364368e+002dB,6.29183261975936e+001°)	(-3.31317024451147e+001dB,-2.79911216029160e-002°)	(-6.36892919891307e+001dB,-9.00283626365884e+001°)	(-9.68251570191877e+001dB,-9.00598967729925e+001°)	(-1.25873043966796e+002dB,1.79939731578230e+002°)	(-2.29732752938907e+002dB,-1.12720346729692e+002°)	(-1.25873087713548e+002dB,-6.09596393878379e-002°)	(-1.66876390194799e+002dB,1.52816244736046e+002°)	(-2.29151910375040e+002dB,6.29823679758469e+001°)	(-3.30845505949092e+001dB,-3.93091448400754e-002°)	(-6.05735940421978e+001dB,-9.00396858418096e+001°)	(-9.36088525503203e+001dB,-9.00850209282682e+001°)	(-1.19540160062539e+002dB,1.79914599170701e+002°)	(-2.23115526095638e+002dB,-1.15013202839652e+002°)	(-1.19540209513977e+002dB,-8.61026916507577e-002°)	(-1.63830215268229e+002dB,1.52954369584082e+002°)	(-2.22846716461207e+002dB,6.30158351071013e+001°)	(-3.31385521925297e+001dB,-5.55106033466095e-002°)	(-5.75114790424273e+001dB,-9.00558965453635e+001°)	(-9.06141530514592e+001dB,-9.01202512728049e+001°)	(-1.13436624200440e+002dB,1.79879356365993e+002°)	(-2.16876898623102e+002dB,-1.16064846310702e+002°)	(-1.13436676336089e+002dB,-1.21350508636359e-001°)	(-1.60817912680580e+002dB,1.53045577307733e+002°)	(-2.16762605592075e+002dB,6.30226885264566e+001°)	(-3.31406172330104e+001dB,-7.86096638791191e-002°)	(-5.44155403069942e+001dB,-9.00790099637797e+001°)	(-8.75159525847157e+001dB,-9.01709688157703e+001°)	(-1.07240368747011e+002dB,1.79828620596554e+002°)	(-2.10612698070874e+002dB,-1.16613148635313e+002°)	(-1.07240422228005e+002dB,-1.72088792483353e-001°)	(-1.57756714575024e+002dB,1.53096799913222e+002°)	(-2.10579657516268e+002dB,6.29987470159031e+001°)	(-3.31338205002328e+001dB,-1.11711014943243e-001°)	(-5.13106908761894e+001dB,-9.01121326777288e+001°)	(-8.44090062033886e+001dB,-9.02435333764108e+001°)	(-1.01035392819425e+002dB,1.79756029664670e+002°)	(-2.04374115698446e+002dB,-1.16930277364064e+002°)	(-1.01035446968018e+002dB,-2.44680956408955e-001°)	(-1.54676068528510e+002dB,1.53113594482599e+002°)	(-2.04383734332962e+002dB,6.29417191096934e+001°)	(-3.31338763523025e+001dB,-1.58912957622429e-001°)	(-4.82126975497571e+001dB,-9.01593657402005e+001°)	(-8.13149118272738e+001dB,-9.03469956803352e+001°)	(-9.48432357649848e+001dB,1.79652529445443e+002°)	(-1.98164931372945e+002dB,-1.17159791791857e+002°)	(-9.48432902570993e+001dB,-3.48181781228303e-001°)	(-1.51594649230011e+002dB,1.53096179678809e+002°)	(-1.98197318446341e+002dB,6.28411642571883e+001°)	(-3.31268088911834e+001dB,-2.26438230962452e-001°)	(-4.51110958049605e+001dB,-9.02269358482100e+001°)	(-7.82106384105020e+001dB,-9.04949534298987e+001°)	(-8.86444142781890e+001dB,1.79504517402022e+002°)	(-1.91956420018647e+002dB,-1.17386626015335e+002°)	(-8.86444689795712e+001dB,-4.96194122809852e-001°)	(-1.48503756154613e+002dB,1.53037748843673e+002°)	(-1.92001129896796e+002dB,6.26771952388079e+001°)	(-3.31229531530111e+001dB,-3.22973499002498e-001°)	(-4.20090149925181e+001dB,-9.03234054404574e+001°)	(-7.51088526651648e+001dB,-9.07062695735798e+001°)	(-8.24445192669771e+001dB,1.79293289906811e+002°)	(-1.85755461865915e+002dB,-1.17588422396804e+002°)	(-8.24445739572969e+001dB,-7.07421764507940e-001°)	(-1.45133271440230e+002dB,1.52549455822159e+002°)	(-1.85695079776107e+002dB,6.24394628039590e+001°)	(-3.31186954287863e+001dB,-4.60897370355348e-001°)	(-3.89069375855443e+001dB,-9.04613573283916e+001°)	(-7.19779536131304e+001dB,-9.10101567739041e+001°)	(-7.54502465063556e+001dB,1.78989355240526e+002°)	(-1.78752117264485e+002dB,-1.17921471012821e+002°)	(-7.54503013086971e+001dB,-1.01135699088277e+000°)	(-1.42117666144337e+002dB,1.52598104520737e+002°)	(-1.78741196281486e+002dB,6.22234933659564e+001°)	(-3.31074159349544e+001dB,-6.72000731447456e-001°)	(-3.56220721409197e+001dB,-9.06725057740708e+001°)	(-6.86794510528112e+001dB,-9.14737630078346e+001°)	(-6.96435614881784e+001dB,1.78525704085805e+002°)	(-1.72951557866745e+002dB,-1.18376927094793e+002°)	(-6.96436162364520e+001dB,-1.47500769514716e+000°)	(-1.38896605609421e+002dB,1.52525628359428e+002°)	(-1.72952612858203e+002dB,6.17990112559648e+001°)	(-3.30992644523248e+001dB,-9.60241242261591e-001°)	(-3.25198357432851e+001dB,-9.09608014142814e+001°)	(-6.55261013895099e+001dB,-9.21120929323964e+001°)	(-6.33920886968791e+001dB,1.77887315073908e+002°)	(-1.66699664789457e+002dB,-1.19018065963319e+002°)	(-6.33921434529808e+001dB,-2.11339672415212e+000°)	(-1.35667673575105e+002dB,1.52242339652436e+002°)	(-1.66643907585456e+002dB,6.13191940245385e+001°)	(-3.29884568938269e+001dB,-1.38861603634567e+000°)	(-2.93073417985823e+001dB,-9.13892572107325e+001°)	(-6.21908368848006e+001dB,-9.30576325568962e+001°)	(-5.69585565220485e+001dB,1.76941675634057e+002°)	(-1.60265900272161e+002dB,-1.19965348383928e+002°)	(-5.69586112827093e+001dB,-3.05903617268549e+000°)	(-1.32530835457728e+002dB,1.51980149209039e+002°)	(-1.60239800779843e+002dB,6.04385731374758e+001°)	(-3.28046459827112e+001dB,-2.02566345449760e+000°)	(-2.60254296068136e+001dB,-9.20264221112870e+001°)	(-5.86660797458517e+001dB,-9.44778939234198e+001°)	(-5.03270767305294e+001dB,1.75521270467044e+002°)	(-1.53634273897921e+002dB,-1.21386965610148e+002°)	(-5.03271314943971e+001dB,-4.47944134406949e+000°)	(-1.29302168181863e+002dB,1.51460579409735e+002°)	(-1.53628964627403e+002dB,5.90633404910684e+001°)	(-3.24581667133345e+001dB,-3.01168264006882e+000°)	(-2.25808039423720e+001dB,-9.30126104644255e+001°)	(-5.47156641142510e+001dB,-9.67262142604564e+001°)	(-4.32801446350200e+001dB,1.73272744750465e+002°)	(-1.46587185406616e+002dB,-1.23637171421854e+002°)	(-4.32801994030380e+001dB,-6.72796706287218e+000°)	(-1.25894929081234e+002dB,1.50556645063511e+002°)	(-1.46596345073946e+002dB,5.68449864539532e+001°)	(-3.17046211098242e+001dB,-4.69463348153272e+000°)	(-1.87290814690062e+001dB,-9.46958039579349e+001°)	(-4.97226425574522e+001dB,-1.00753122352574e+002°)	(-3.51889548968353e+001dB,1.69245542646180e+002°)	(-1.38495716888677e+002dB,-1.27667810844068e+002°)	(-3.51890096730851e+001dB,-1.07551691683283e+001°)	(-1.22069345861413e+002dB,1.48929565609869e+002°)	(-1.38514962380874e+002dB,5.28359161150708e+001°)	(-2.99472649045212e+001dB,-8.22871420819340e+000°)	(-1.38735679018559e+001dB,-9.82302321455999e+001°)	(-4.19851635134320e+001dB,-1.10356944684149e+002°)	(-2.43533575825509e+001dB,1.59641299668818e+002°)	(-1.27659515203167e+002dB,-1.37279804847206e+002°)	(-2.43534123772108e+001dB,-2.03594121463302e+001°)	(-1.17231940183806e+002dB,1.45430952684220e+002°)	(-1.27685738846910e+002dB,4.32377889183240e+001°)	(-2.48277478701840e+001dB,-2.16306932418800e+001°)	(-5.65587016816709e+000dB,-1.11632708316053e+002°)	(-2.42345489926498e+001dB,-1.75716503833471e+002°)	(-3.50455066235552e+000dB,9.42811381603212e+001°)	(-1.06809310905806e+002dB,1.57341948760112e+002°)	(-3.50460549989491e+000dB,-8.57195736552127e+001°)	(-1.09025655586400e+002dB,1.32053566011689e+002°)	(-1.06840266722930e+002dB,-2.21330830858591e+001°)
2.04658598456151e+001	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(-9.67900371329006e-001dB,8.56417516022810e+001°)	(-6.02101773549376e+000dB,1.79998908036520e+002°)	(-1.99353224679131e-004dB,1.79999264666886e+002°)	(-3.31302763474419e+001dB,-1.10649853572055e-002°)	(-7.26172815936885e+001dB,-9.00114447890825e+001°)	(-1.05750648501098e+002dB,-9.00227368042721e+001°)	(-1.43715991541613e+002dB,1.79976891432928e+002°)	(-2.47175973949853e+002dB,-6.46752540469692e+001°)	(-1.43715940638718e+002dB,-2.38173643980689e-002°)	(-9.41691652009190e+001dB,1.91428417987006e+001°)	(-1.01160507858486e+002dB,-1.20172418073345e+002°)	(-6.02082436358893e+000dB,1.79999621289314e+002°)	(-2.76336148242699e-004dB,-1.60884907022016e-003°)	(-1.75380230816770e+002dB,1.52807248067270e+002°)	(-2.46707662035959e+002dB,6.32764480556828e+001°)	(-1.02857873834306e+002dB,-4.39198365818143e+001°)	(-1.60566640623649e-004dB,1.79999632340240e+002°)	(-6.02101773549377e+000dB,1.79998908036520e+002°)	(-1.99353224689739e-004dB,1.79999264666886e+002°)	(-3.19322031227356e+001dB,-1.59712460662708e-002°)	(-6.89201806704014e+001dB,-9.00163508835689e+001°)	(-1.01429905684068e+002dB,-9.00326406214306e+001°)	(-1.36794865084818e+002dB,1.79966986994202e+002°)	(-2.40981779724517e+002dB,-9.37785692164787e+001°)	(-1.36794872227742e+002dB,-3.37328081705321e-002°)	(-9.41691652007327e+001dB,1.91428417982742e+001°)	(-6.02082436358894e+000dB,1.79999621289314e+002°)	(-1.60566640627506e-004dB,1.79999632340240e+002°)	(-1.71688572537959e+002dB,1.52817239643572e+002°)	(-2.39811023395639e+002dB,6.33150761189218e+001°)	(-3.31304240395361e+001dB,-2.05226214961331e-002°)	(-6.65965754018487e+001dB,-9.00209007994694e+001°)	(-9.97217319640490e+001dB,-9.00434933132535e+001°)	(-1.31604257519951e+002dB,1.79956131456662e+002°)	(-2.35479289354050e+002dB,-1.04642692687083e+002°)	(-1.31604286089501e+002dB,-4.45921196018068e-002°)	(-1.69525363563154e+002dB,1.53146392901422e+002°)	(-2.34684685974042e+002dB,6.34451973273958e+001°)	(-3.31316996875729e+001dB,-2.86431256254445e-002°)	(-6.34892891563490e+001dB,-9.00290232942313e+001°)	(-9.66251502734613e+001dB,-9.00612919699830e+001°)	(-1.25473037133811e+002dB,1.79938327715986e+002°)	(-2.29018449537809e+002dB,-1.10872012111873e+002°)	(-1.25473078961861e+002dB,-6.23982555954829e-002°)	(-1.66517320799176e+002dB,1.53348055963729e+002°)	(-2.28592043015439e+002dB,6.35100729203536e+001°)	(-3.30845449895707e+001dB,-4.02247961605806e-002°)	(-6.03735883306096e+001dB,-9.00406102674225e+001°)	(-9.34088387857408e+001dB,-9.00870013876424e+001°)	(-1.19140146171187e+002dB,1.79912609844124e+002°)	(-2.22487692140784e+002dB,-1.13845547516836e+002°)	(-1.19140194696584e+002dB,-8.81173562967088e-002°)	(-1.63470725852847e+002dB,1.53483893238186e+002°)	(-2.22286595375509e+002dB,6.35440956975851e+001°)	(-3.31385407251999e+001dB,-5.68036838334904e-002°)	(-5.73114674238848e+001dB,-9.00571986154414e+001°)	(-9.04141250799213e+001dB,-9.01230524831384e+001°)	(-1.13036596048437e+002dB,1.79876546015511e+002°)	(-2.16284871718459e+002dB,-1.15220586455817e+002°)	(-1.13036647723887e+002dB,-1.24181777245543e-001°)	(-1.60458118531274e+002dB,1.53573259977564e+002°)	(-2.16202664777904e+002dB,6.35484365365714e+001°)	(-3.31405938378872e+001dB,-8.04409318817378e-002°)	(-5.42155166967375e+001dB,-9.00808505557461e+001°)	(-8.73158955925303e+001dB,-9.01749517711537e+001°)	(-1.06840311497661e+002dB,1.79824628079090e+002°)	(-2.10037465173884e+002dB,-1.15932855296390e+002°)	(-1.06840364753783e+002dB,-1.76100009500122e-001°)	(-1.57396702130454e+002dB,1.53622927158988e+002°)	(-2.10019654669259e+002dB,6.35227488270055e+001°)	(-3.31337727208839e+001dB,-1.14313724540156e-001°)	(-5.11106427903904e+001dB,-9.01147452088020e+001°)	(-8.42088899754994e+001dB,-9.02492076897740e+001°)	(-1.00635276224692e+002dB,1.79750345174098e+002°)	(-2.03806804889140e+002dB,-1.16330929813649e+002°)	(-1.00635330262912e+002dB,-2.50383062903488e-001°)	(-1.54315893302911e+002dB,1.53638264994849e+002°)	(-2.03823609843165e+002dB,6.34638401348517e+001°)	(-3.31337788458418e+001dB,-1.62616340365226e-001°)	(-4.80125996063939e+001dB,-9.01630796691606e+001°)	(-8.11146748802436e+001dB,-9.03550831745906e+001°)	(-9.44429982944546e+001dB,1.79644430889797e+002°)	(-1.97601329028004e+002dB,-1.16601438455165e+002°)	(-9.44430527322509e+001dB,-3.56297426027075e-001°)	(-1.51234341624566e+002dB,1.53619339071708e+002°)	(-1.97637042891010e+002dB,6.33608226615566e+001°)	(-3.31266099007566e+001dB,-2.31717972668879e-001°)	(-4.49108961915222e+001dB,-9.02322271802806e+001°)	(-7.80101552580477e+001dB,-9.05064967233900e+001°)	(-8.82439303785854e+001dB,1.79492961783552e+002°)	(-1.91394496645080e+002dB,-1.16850543050299e+002°)	(-8.82439850533028e+001dB,-5.07766570102528e-001°)	(-1.48143321617638e+002dB,1.53559205371591e+002°)	(-1.91440668009275e+002dB,6.31936303212729e+001°)	(-3.31225468390669e+001dB,-3.30512021351669e-001°)	(-4.18086077585370e+001dB,-9.03309540099199e+001°)	(-7.49078668016024e+001dB,-9.07227624872972e+001°)	(-8.20435323178898e+001dB,1.79276786748879e+002°)	(-1.85193835186941e+002dB,-1.17067153860950e+002°)	(-8.20435869951049e+001dB,-7.23941624120090e-001°)	(-1.44774060698231e+002dB,1.53078502057683e+002°)	(-1.85134529040490e+002dB,6.29559038111687e+001°)	(-3.31178659183728e+001dB,-4.71678256168843e-001°)	(-3.87061067741026e+001dB,-9.04721489078682e+001°)	(-7.17758271186831e+001dB,-9.10338158499238e+001°)	(-7.50481183280746e+001dB,1.78965684824098e+002°)	(-1.78189829248545e+002dB,-1.17411690873393e+002°)	(-7.50481731238922e+001dB,-1.03504405895502e+000°)	(-1.41757512931734e+002dB,1.53121427788913e+002°)	(-1.78179261419759e+002dB,6.27315907472584e+001°)	(-3.31056510141675e+001dB,-6.87793977017721e-001°)	(-3.54203053377547e+001dB,-9.06883107542499e+001°)	(-6.84751626613642e+001dB,-9.15084712736482e+001°)	(-6.92392708550233e+001dB,1.78490983442035e+002°)	(-1.72387294958096e+002dB,-1.17880807897255e+002°)	(-6.92393256002663e+001dB,-1.50974494663162e+000°)	(-1.38535132420683e+002dB,1.53042081162479e+002°)	(-1.72388407702428e+002dB,6.22955320925781e+001°)	(-3.30956608404350e+001dB,-9.83017807060814e-001°)	(-3.23162293972030e+001dB,-9.09835909180112e+001°)	(-6.53173194921686e+001dB,-9.21624060763543e+001°)	(-6.29833035646776e+001dB,1.77836988270888e+002°)	(-1.66131005968932e+002dB,-1.18538616906278e+002°)	(-6.29833583192985e+001dB,-2.16374012071654e+000°)	(-1.35304923964675e+002dB,1.52759440351705e+002°)	(-1.66075348185808e+002dB,6.18057566581128e+001°)	(-3.29810068129850e+001dB,-1.42218666431609e+000°)	(-2.90998878446741e+001dB,-9.14228426175556e+001°)	(-6.19726706600322e+001dB,-9.31321995925760e+001°)	(-5.65403856953640e+001dB,1.76867092670089e+002°)	(-1.59687905001986e+002dB,-1.19510682009751e+002°)	(-5.65404404553203e+001dB,-3.13363572319366e+000°)	(-1.32163782063595e+002dB,1.52484291225966e+002°)	(-1.59661677817079e+002dB,6.09000254437985e+001°)	(-3.27891201417810e+001dB,-2.07657685023129e+000°)	(-2.58098982674378e+001dB,-9.20773529554602e+001°)	(-5.84280500406970e+001dB,-9.45924766245280e+001°)	(-4.98890404641314e+001dB,1.75406668567977e+002°)	(-1.53036438011179e+002dB,-1.20972570034540e+002°)	(-4.98890952276767e+001dB,-4.59405982628636e+000°)	(-1.28926716701786e+002dB,1.51945839299835e+002°)	(-1.53030852807898e+002dB,5.94841794235116e+001°)	(-3.24252061661287e+001dB,-3.09362806018042e+000°)	(-2.23478355747193e+001dB,-9.30945771776157e+001°)	(-5.44340737891180e+001dB,-9.69161798758611e+001°)	(-4.27985449577511e+001dB,1.73082755266858e+002°)	(-1.45945800844721e+002dB,-1.23298271607108e+002°)	(-4.27985997256360e+001dB,-6.91797312801047e+000°)	(-1.25501818303013e+002dB,1.51009796688831e+002°)	(-1.45954587562094e+002dB,5.71900408610177e+001°)	(-3.16313575962972e+001dB,-4.84502995674959e+000°)	(-1.84558068178774e+001dB,-9.48462272406859e+001°)	(-4.93364971257866e+001dB,-1.01126612166056e+002°)	(-3.46027961242223e+001dB,1.68872022278285e+002°)	(-1.37749787473628e+002dB,-1.27512459016220e+002°)	(-3.46028509004329e+001dB,-1.11287061169846e+001°)	(-1.21635781064069e+002dB,1.49313549383869e+002°)	(-1.37768596490489e+002dB,5.29972026688034e+001°)	(-2.97652507101359e+001dB,-8.60144710248675e+000°)	(-1.34915378311161e+001dB,-9.86029997378598e+001°)	(-4.12870808821423e+001dB,-1.11484488725135e+002°)	(-2.34552559120507e+001dB,1.58513715506569e+002°)	(-1.26601666418004e+002dB,-1.37878440655389e+002°)	(-2.34553107067163e+001dB,-2.14870128890015e+001°)	(-1.16689538786646e+002dB,1.45592264006148e+002°)	(-1.26627413776269e+002dB,4.26449362536854e+001°)	(-2.42022224014302e+001dB,-2.39147749637350e+001°)	(-4.83032202035601e+000dB,-1.13916836108558e+002°)	(-2.29019270924326e+001dB,1.68732921999768e+002°)	(-1.97190158227547e+000dB,7.87305101709328e+001°)	(-1.05116965575538e+002dB,1.42320505480521e+002°)	(-1.97195641983744e+000dB,-1.01270218224917e+002°)	(-1.08039191734188e+002dB,1.30303908444579e+002°)	(-1.05147424344302e+002dB,-3.71488259607381e+001°)
